codigo_candidato,data_cadastro,nome_completo,sexo,uf,faixa_etaria,nivel_educacional,setor_profissional,tempo_experiencia,qtd_certificacoes,idioma_principal,salario_esperado,salario_oferecido,aceita_viagem,aceita_mudanca,deficiencia,foi_contratado
576,2022-04-09,Candidato_576,Outro,BA,57.0,Tecnólogo,Financeiro,7.6,2.0,Inglês,8400.0,8900.0,Sim,Não,Não,1.0
577,2023-01-31,Candidato_577,Feminino,BA,25.0,Mestrado,Tecnologia,,3.0,Nenhum,4300.0,4100.0,Sim,Não,Não,0.0
578,2022-01-25,Candidato_578,Masculino,PR,22.0,Graduação,Engenharia,2.8,2.0,,9400.0,9800.0,Não,Não,Sim,0.0
579,2023-04-14,Candidato_579,Masculino,PE,26.0,Ensino Médio,Engenharia,4.1,2.0,Inglês,5600.0,4600.0,Não,Sim,Não,0.0
580,2023-04-29,Candidato_580,Masculino,,,Graduação,Saúde,7.4,1.0,Alemão,8300.0,9200.0,Não,Sim,Não,0.0
581,2023-07-19,Candidato_581,Outro,PR,53.0,Graduação,Marketing,4.4,,Espanhol,8300.0,7000.0,Não,Não,Não,1.0
582,2022-05-31,Candidato_582,Feminino,SP,52.0,Graduação,Recursos Humanos,4.3,,Francês,10300.0,9900.0,Não,Não,Não,0.0
583,2022-05-24,Candidato_583,Outro,PE,19.0,Tecnólogo,Educação,3.4,3.0,Nenhum,5900.0,5000.0,Não,Não,Não,0.0
584,2023-07-23,Candidato_584,,PE,57.0,Graduação,Recursos Humanos,3.0,3.0,Inglês,5500.0,6200.0,Não,Não,Não,0.0
585,2022-02-08,Candidato_585,Feminino,CE,40.0,Tecnólogo,,7.4,3.0,Nenhum,1600.0,1600.0,Não,Sim,Não,1.0
586,2022-04-19,Candidato_586,,CE,26.0,Ensino Médio,Saúde,,3.0,Nenhum,6800.0,7300.0,Não,Não,Não,0.0
587,2023-11-24,Candidato_587,Feminino,RJ,51.0,Tecnólogo,,3.0,0.0,Nenhum,,9100.0,Sim,Não,Não,0.0
588,2022-02-11,Candidato_588,Masculino,RJ,63.0,Ensino Médio,Engenharia,7.8,1.0,Inglês,8700.0,9900.0,Não,Sim,Não,1.0
589,2022-07-05,Candidato_589,Feminino,MG,31.0,,Tecnologia,4.0,2.0,Inglês,9500.0,8100.0,Não,,Não,0.0
590,2023-02-02,Candidato_590,Masculino,SP,,Tecnólogo,Educação,6.1,1.0,Nenhum,7600.0,,Sim,Sim,Sim,0.0
591,2022-08-11,Candidato_591,Outro,,47.0,Mestrado,,7.8,4.0,Francês,8000.0,8200.0,Sim,Não,Sim,1.0
592,2023-09-26,Candidato_592,Outro,RS,48.0,Doutorado,Financeiro,4.7,0.0,Alemão,,5800.0,Sim,,Não,0.0
593,2022-05-13,Candidato_593,Masculino,CE,55.0,Graduação,Saúde,4.3,1.0,,8400.0,7400.0,Não,Sim,Não,1.0
594,2022-06-12,,Outro,CE,28.0,Doutorado,Marketing,6.6,4.0,Espanhol,5100.0,4600.0,Não,Não,Não,0.0
595,2022-08-03,Candidato_595,Feminino,CE,52.0,Graduação,Saúde,2.8,1.0,Nenhum,4200.0,3500.0,Não,Sim,Não,1.0
596,2022-08-23,Candidato_596,Masculino,,25.0,Graduação,Administração,7.3,2.0,Inglês,5300.0,5000.0,Não,Sim,,1.0
597,2023-10-20,Candidato_597,Outro,SC,20.0,Ensino Médio,Saúde,5.3,4.0,Alemão,7400.0,6000.0,,Sim,,0.0
598,2023-08-11,Candidato_598,Masculino,RJ,31.0,Graduação,Engenharia,3.8,,Espanhol,4400.0,4500.0,Não,,Não,0.0
599,2022-01-09,Candidato_599,Feminino,DF,30.0,Graduação,Tecnologia,3.8,3.0,Alemão,5700.0,5000.0,Não,Não,Não,1.0
600,2022-03-15,Candidato_600,Feminino,BA,62.0,Tecnólogo,Tecnologia,2.2,1.0,,,5300.0,Sim,Sim,,0.0
601,2023-05-07,Candidato_601,Outro,RS,49.0,Doutorado,Financeiro,3.9,2.0,,8600.0,10000.0,Não,Não,Não,0.0
602,2022-09-10,Candidato_602,Feminino,PE,51.0,Tecnólogo,Educação,4.5,1.0,Nenhum,8300.0,8300.0,,Não,Não,0.0
603,2022-08-18,Candidato_603,Masculino,RJ,62.0,Graduação,Engenharia,2.9,3.0,Nenhum,,,Não,Não,Não,1.0
604,2023-06-03,Candidato_604,Feminino,PR,36.0,,Administração,4.9,3.0,Nenhum,7900.0,8200.0,Não,Sim,Não,1.0
605,2022-06-23,Candidato_605,Masculino,BA,55.0,Tecnólogo,Engenharia,5.9,1.0,Francês,,7000.0,Sim,,Não,0.0
606,2023-10-15,Candidato_606,Masculino,RJ,33.0,Tecnólogo,,4.6,3.0,Nenhum,6300.0,5200.0,Sim,Não,Não,
607,2022-06-17,Candidato_607,Feminino,DF,19.0,Mestrado,Engenharia,6.3,3.0,Espanhol,5900.0,4800.0,Sim,Sim,Não,1.0
608,2022-06-19,Candidato_608,Outro,SP,57.0,Graduação,Engenharia,,3.0,,10100.0,,Sim,Não,Não,1.0
609,2023-01-28,Candidato_609,Feminino,PE,34.0,Ensino Médio,Financeiro,7.0,2.0,Nenhum,2000.0,2200.0,Não,,Não,0.0
610,2023-09-26,Candidato_610,Masculino,RJ,51.0,Tecnólogo,Administração,5.2,0.0,Francês,5500.0,6200.0,Não,Não,Não,1.0
611,2022-07-13,Candidato_611,Masculino,SC,59.0,Tecnólogo,Saúde,8.1,4.0,Espanhol,6600.0,7900.0,,Sim,Não,1.0
612,2023-06-01,Candidato_612,Feminino,,33.0,Ensino Médio,Marketing,9.8,1.0,Nenhum,8100.0,,Sim,Sim,Não,0.0
613,2022-01-29,Candidato_613,Outro,CE,55.0,Graduação,Financeiro,4.1,2.0,Inglês,9300.0,10200.0,Sim,,Não,
614,2022-06-14,Candidato_614,Outro,PE,19.0,Mestrado,Marketing,4.1,2.0,Espanhol,10700.0,11500.0,Sim,Sim,Não,0.0
615,2023-02-26,,Masculino,DF,19.0,Tecnólogo,Financeiro,4.5,,Alemão,,6400.0,Não,Não,Não,0.0
616,2022-12-05,,Masculino,CE,43.0,Mestrado,,6.2,2.0,Alemão,7000.0,5900.0,Não,Sim,,0.0
617,2023-10-10,Candidato_617,Outro,RJ,30.0,,,7.7,6.0,Espanhol,7700.0,7900.0,Sim,Sim,Não,1.0
618,2023-05-11,Candidato_618,,PR,64.0,Graduação,Financeiro,3.7,0.0,Alemão,5900.0,6100.0,Sim,Sim,Não,1.0
619,2022-12-31,Candidato_619,,RS,48.0,Doutorado,Educação,5.8,4.0,,4600.0,5400.0,Não,Não,Não,0.0
620,2022-12-08,Candidato_620,Masculino,RS,51.0,Doutorado,Engenharia,4.7,,Inglês,6800.0,6600.0,Não,,Não,0.0
621,2023-05-15,Candidato_621,Outro,BA,56.0,Doutorado,Tecnologia,6.2,,Espanhol,8500.0,9100.0,Não,,Não,0.0
622,2023-10-19,Candidato_622,,MG,20.0,Graduação,Administração,8.0,2.0,Nenhum,6500.0,6700.0,Sim,Sim,Não,1.0
623,2023-05-26,Candidato_623,Outro,SP,25.0,Graduação,Marketing,4.5,4.0,Nenhum,7800.0,6800.0,Sim,Não,Não,1.0
624,2022-11-23,Candidato_624,Feminino,PE,40.0,Ensino Médio,Recursos Humanos,1.7,,Francês,3300.0,3400.0,Sim,Não,Não,0.0
625,2022-08-05,Candidato_625,Feminino,BA,,Mestrado,Recursos Humanos,6.5,2.0,Alemão,7000.0,7100.0,Sim,Não,Não,0.0
626,2022-10-28,Candidato_626,Feminino,MG,44.0,Mestrado,Financeiro,3.3,2.0,Alemão,6200.0,,,,Não,0.0
627,2022-05-12,Candidato_627,Masculino,DF,46.0,,Engenharia,4.7,5.0,Espanhol,4400.0,4400.0,Não,Sim,Não,0.0
628,2022-03-11,Candidato_628,,SC,56.0,Ensino Médio,Administração,6.6,1.0,Alemão,,7200.0,Não,Sim,Sim,0.0
629,2022-09-09,Candidato_629,Outro,SC,56.0,,Educação,5.6,0.0,Nenhum,10700.0,10500.0,Sim,Não,Não,
630,2023-02-19,Candidato_630,Feminino,SP,18.0,Ensino Médio,Administração,4.8,2.0,Inglês,9000.0,9400.0,Não,Sim,Não,0.0
631,2023-03-21,Candidato_631,Masculino,CE,34.0,Tecnólogo,,3.8,1.0,Espanhol,9100.0,9100.0,Não,Sim,Não,0.0
632,2022-07-01,Candidato_632,Masculino,RJ,,Mestrado,Educação,-0.8,0.0,,8400.0,,Não,Sim,Não,0.0
633,2022-06-16,Candidato_633,Outro,,,Ensino Médio,Administração,6.4,1.0,Nenhum,,6900.0,Não,Sim,Sim,0.0
634,2022-04-01,Candidato_634,Masculino,BA,30.0,Tecnólogo,,4.5,1.0,Francês,3400.0,3000.0,Não,Sim,Não,0.0
635,2023-12-15,Candidato_635,Masculino,PE,38.0,,Financeiro,8.0,2.0,,6700.0,6200.0,Sim,Não,Não,0.0
636,2023-06-15,Candidato_636,Feminino,PE,36.0,Tecnólogo,Financeiro,5.8,2.0,Inglês,8000.0,7700.0,Não,Sim,Sim,0.0
637,2022-02-08,Candidato_637,Masculino,SC,36.0,Tecnólogo,Engenharia,3.9,2.0,,8100.0,8400.0,Não,Não,Não,1.0
638,2022-05-06,Candidato_638,Feminino,SC,42.0,Doutorado,Engenharia,7.1,0.0,Alemão,9500.0,10900.0,Sim,Não,Não,0.0
639,2023-03-27,Candidato_639,Outro,,39.0,Tecnólogo,Educação,7.3,3.0,Alemão,4900.0,4200.0,,Não,Não,1.0
640,2022-06-22,Candidato_640,Masculino,PR,48.0,Doutorado,Saúde,4.6,1.0,Nenhum,,6600.0,Não,Sim,Não,0.0
641,2023-10-15,Candidato_641,Outro,CE,,Doutorado,Tecnologia,7.4,1.0,Alemão,,4800.0,Não,Sim,,0.0
642,2022-08-08,Candidato_642,Outro,PR,40.0,Tecnólogo,,3.9,3.0,Francês,6600.0,6400.0,Não,Sim,Não,0.0
643,2023-09-30,Candidato_643,Masculino,,49.0,Mestrado,Administração,5.3,1.0,Nenhum,,7000.0,Não,Sim,Não,1.0
644,2022-02-27,Candidato_644,Masculino,RJ,,Tecnólogo,Administração,6.1,0.0,Espanhol,8700.0,,Sim,Não,Não,0.0
645,2023-10-22,Candidato_645,Outro,BA,27.0,Tecnólogo,Saúde,6.6,1.0,Francês,8500.0,9500.0,Não,Não,Sim,0.0
646,2023-04-21,Candidato_646,Masculino,RS,53.0,Tecnólogo,Saúde,,2.0,Nenhum,7200.0,6000.0,Sim,Não,Não,1.0
647,2023-04-01,Candidato_647,Feminino,,25.0,Mestrado,,4.3,2.0,Nenhum,2700.0,3200.0,Não,Sim,,0.0
648,2022-12-27,Candidato_648,,MG,37.0,Graduação,Marketing,7.2,1.0,Inglês,7900.0,6700.0,Não,Não,Não,1.0
649,2022-01-01,Candidato_649,Masculino,SC,49.0,Graduação,Marketing,4.8,1.0,Nenhum,6500.0,,Não,Não,Não,0.0
650,2023-01-22,Candidato_650,Outro,PE,31.0,Doutorado,Educação,3.9,4.0,Francês,9800.0,,,Não,Não,0.0
651,2022-12-14,Candidato_651,Masculino,PR,45.0,Doutorado,Marketing,3.9,3.0,Alemão,9300.0,10000.0,Não,Sim,Não,0.0
652,2022-07-09,Candidato_652,Masculino,BA,63.0,Mestrado,,,0.0,Francês,5100.0,4600.0,Não,Não,Não,1.0
653,2023-05-20,Candidato_653,Outro,SP,41.0,Ensino Médio,Financeiro,3.5,1.0,Espanhol,8200.0,7600.0,Sim,Não,Não,0.0
654,2022-07-10,Candidato_654,Outro,PE,32.0,Graduação,Engenharia,7.6,3.0,Nenhum,8200.0,8400.0,Não,Sim,Não,0.0
655,2023-05-23,Candidato_655,Feminino,MG,39.0,Doutorado,Recursos Humanos,2.7,3.0,Nenhum,8100.0,7100.0,Sim,,Não,0.0
656,2023-01-04,Candidato_656,Outro,PR,47.0,Graduação,Educação,6.0,1.0,Nenhum,7800.0,6300.0,Não,Sim,Não,0.0
657,2023-02-13,,,MG,21.0,Mestrado,Recursos Humanos,5.6,2.0,Nenhum,8300.0,8500.0,Sim,Não,Não,1.0
658,2022-04-27,Candidato_658,Outro,SC,30.0,Mestrado,Administração,,3.0,Inglês,,,,Sim,Não,0.0
659,2022-05-14,Candidato_659,Masculino,SC,,Ensino Médio,Tecnologia,,1.0,,5900.0,6300.0,Sim,,Não,
660,2022-02-27,Candidato_660,Feminino,CE,25.0,Ensino Médio,Engenharia,3.1,0.0,Alemão,5200.0,4500.0,Não,Sim,Sim,0.0
661,2023-07-10,Candidato_661,Feminino,BA,35.0,Mestrado,Administração,4.8,2.0,,8600.0,9800.0,Sim,Não,Não,0.0
662,2023-11-16,Candidato_662,Feminino,PE,29.0,Doutorado,Administração,8.3,3.0,Espanhol,3200.0,,Sim,,Não,0.0
663,2023-11-03,Candidato_663,,DF,48.0,Graduação,Educação,3.2,2.0,Alemão,8300.0,9600.0,Não,Sim,,0.0
664,2022-06-22,Candidato_664,Masculino,,31.0,,Saúde,-0.2,3.0,Nenhum,,7800.0,Sim,Sim,Não,1.0
665,2022-05-29,Candidato_665,Masculino,PE,51.0,Ensino Médio,Saúde,5.1,0.0,Inglês,2300.0,2300.0,Não,,Não,1.0
666,2022-03-21,Candidato_666,Masculino,SP,35.0,Tecnólogo,Recursos Humanos,6.9,2.0,Espanhol,5700.0,6600.0,Não,Sim,Sim,
667,2022-08-01,Candidato_667,Masculino,BA,51.0,Doutorado,Engenharia,3.0,,Alemão,10200.0,9400.0,Sim,Sim,Não,1.0
668,2022-07-22,Candidato_668,Feminino,MG,28.0,Ensino Médio,Saúde,6.7,4.0,Espanhol,4100.0,3600.0,Sim,Sim,Não,
669,2022-08-17,Candidato_669,Masculino,SP,,Tecnólogo,,2.9,2.0,Nenhum,7400.0,7200.0,Não,Sim,Não,
670,2023-11-07,Candidato_670,Feminino,RS,29.0,Doutorado,Saúde,4.7,2.0,Francês,5000.0,,Sim,Sim,Não,0.0
671,2022-08-15,,Masculino,PE,32.0,Graduação,Marketing,6.5,1.0,Espanhol,5600.0,5700.0,Sim,Sim,,0.0
672,2023-10-21,Candidato_672,Outro,MG,48.0,Doutorado,Saúde,2.6,1.0,Espanhol,10800.0,9800.0,Sim,Sim,Não,0.0
673,2023-06-16,Candidato_673,Feminino,DF,46.0,Ensino Médio,Administração,5.4,0.0,,,8200.0,Sim,Sim,Não,
674,2023-03-17,Candidato_674,Outro,RJ,43.0,Mestrado,Recursos Humanos,7.4,2.0,,8000.0,8300.0,Não,Sim,Não,1.0
675,2023-02-06,Candidato_675,Feminino,CE,35.0,Graduação,Educação,5.9,0.0,Espanhol,6800.0,5400.0,Não,Não,Não,0.0
676,2022-02-16,Candidato_676,Outro,DF,49.0,Tecnólogo,Engenharia,,1.0,Nenhum,4000.0,4500.0,,Sim,Não,0.0
677,2022-08-21,Candidato_677,Masculino,BA,,Ensino Médio,Tecnologia,8.0,3.0,Inglês,4600.0,4300.0,,Não,,1.0
678,2022-11-01,Candidato_678,Masculino,SC,55.0,Mestrado,Saúde,6.3,0.0,Nenhum,9400.0,8700.0,Sim,Não,Não,0.0
679,2023-06-10,Candidato_679,Masculino,,34.0,Doutorado,Financeiro,1.3,2.0,Inglês,7300.0,7000.0,Sim,Não,Não,0.0
680,2022-05-23,Candidato_680,,CE,40.0,Mestrado,Financeiro,6.7,1.0,Inglês,5500.0,5800.0,Sim,Sim,Não,0.0
681,2023-02-19,Candidato_681,Outro,,41.0,Ensino Médio,Recursos Humanos,3.9,2.0,Alemão,7000.0,6800.0,Sim,Não,Sim,0.0
682,2023-05-28,Candidato_682,Masculino,RS,25.0,Ensino Médio,Administração,5.4,0.0,Nenhum,8300.0,8700.0,,Sim,Não,0.0
683,2023-01-08,Candidato_683,Outro,RS,58.0,Mestrado,Tecnologia,7.0,2.0,Francês,7900.0,6800.0,Sim,Não,Não,1.0
684,2023-07-20,Candidato_684,,PR,23.0,,Tecnologia,,1.0,Alemão,5500.0,6500.0,Não,Sim,Não,1.0
685,2022-09-16,Candidato_685,Masculino,DF,22.0,Mestrado,Marketing,1.7,3.0,Inglês,3800.0,4100.0,Sim,Sim,Não,0.0
686,2023-10-18,,Masculino,DF,61.0,Ensino Médio,Tecnologia,8.0,3.0,Francês,6200.0,,Não,Não,Não,1.0
687,2023-04-16,Candidato_687,Outro,DF,46.0,Ensino Médio,,7.3,2.0,Espanhol,9200.0,10000.0,Não,Não,Não,
688,2022-01-12,Candidato_688,Masculino,PR,,Tecnólogo,Educação,4.8,2.0,Espanhol,8700.0,9000.0,Não,Sim,Não,0.0
689,2022-11-26,Candidato_689,Masculino,SP,28.0,Tecnólogo,Administração,6.7,,Alemão,7800.0,6600.0,Não,Não,,1.0
690,2022-12-24,Candidato_690,Masculino,CE,18.0,Graduação,Administração,4.3,0.0,Francês,6700.0,,Sim,Sim,,0.0
691,2023-02-12,Candidato_691,Feminino,RJ,60.0,Ensino Médio,,5.2,2.0,Nenhum,6000.0,4900.0,Não,Sim,Não,0.0
692,2023-10-30,Candidato_692,Outro,BA,36.0,Tecnólogo,Saúde,4.7,2.0,Francês,6700.0,7500.0,Sim,Sim,Não,0.0
693,2023-01-08,Candidato_693,Outro,CE,26.0,Mestrado,Saúde,4.3,1.0,Alemão,8600.0,8800.0,Não,Não,Não,1.0
694,2022-01-08,Candidato_694,Feminino,RS,44.0,Doutorado,Financeiro,5.7,3.0,Nenhum,9000.0,8300.0,Não,Sim,Não,1.0
695,2022-05-02,Candidato_695,Outro,MG,51.0,Mestrado,Financeiro,,1.0,Nenhum,,5500.0,Não,,Não,1.0
696,2022-12-14,Candidato_696,Masculino,SC,61.0,Doutorado,Recursos Humanos,4.5,1.0,Espanhol,12100.0,12000.0,Sim,Sim,Não,0.0
697,2023-11-07,Candidato_697,Outro,PR,21.0,Tecnólogo,Financeiro,,2.0,Francês,7200.0,7300.0,Não,Sim,Não,
698,2022-03-31,Candidato_698,Masculino,PE,53.0,Graduação,Financeiro,8.7,,Nenhum,6300.0,6800.0,Sim,Não,Não,0.0
699,2023-10-10,,,MG,35.0,Mestrado,Financeiro,2.7,1.0,Alemão,10000.0,11900.0,Sim,Não,Não,1.0
700,2023-11-29,Candidato_700,Masculino,BA,32.0,Mestrado,Financeiro,6.0,0.0,Espanhol,2900.0,2800.0,Sim,,Sim,0.0
701,2022-11-12,,Outro,,30.0,Mestrado,Educação,6.3,3.0,Nenhum,8000.0,7700.0,Não,Não,Não,0.0
702,2022-06-27,Candidato_702,,RS,36.0,Doutorado,,1.2,2.0,,6900.0,6500.0,Não,Sim,Não,0.0
703,2023-06-24,Candidato_703,Outro,RS,23.0,Tecnólogo,Recursos Humanos,5.8,2.0,Espanhol,,,Não,,Sim,1.0
704,2022-02-10,,,RS,29.0,Mestrado,Tecnologia,,4.0,Francês,8200.0,7100.0,Não,Sim,Não,1.0
705,2023-12-05,Candidato_705,Feminino,DF,54.0,Mestrado,Tecnologia,6.2,1.0,Francês,7300.0,,Não,Sim,Não,
706,2023-05-17,Candidato_706,,PE,34.0,Graduação,Marketing,4.8,3.0,Francês,8300.0,9000.0,Não,Sim,Não,0.0
707,2022-05-25,,,PR,40.0,Graduação,Educação,5.7,2.0,Espanhol,4900.0,4000.0,Não,Sim,,1.0
708,2022-07-20,Candidato_708,Feminino,MG,43.0,Tecnólogo,Saúde,5.3,2.0,Nenhum,8900.0,8200.0,Sim,Não,,0.0
709,2023-12-25,Candidato_709,Outro,DF,46.0,Tecnólogo,Engenharia,,1.0,Inglês,4300.0,4500.0,Não,,,
710,2023-04-06,Candidato_710,Outro,BA,50.0,,,5.4,3.0,,,6700.0,Sim,Sim,Não,1.0
711,2023-07-12,Candidato_711,Feminino,PR,44.0,Graduação,Marketing,4.3,1.0,Espanhol,7100.0,6500.0,Sim,,,0.0
712,2023-07-01,,Feminino,BA,42.0,Ensino Médio,Engenharia,3.6,2.0,Inglês,3500.0,3500.0,Não,,Não,0.0
713,2022-09-10,Candidato_713,Feminino,PR,27.0,Doutorado,Recursos Humanos,10.0,1.0,Inglês,7100.0,6900.0,Não,Sim,Não,
714,2023-01-25,Candidato_714,Masculino,PE,64.0,Ensino Médio,Tecnologia,7.5,3.0,Inglês,7600.0,6400.0,Sim,Sim,Não,0.0
715,2023-08-17,Candidato_715,Masculino,SC,40.0,Mestrado,Marketing,2.7,3.0,Alemão,5700.0,6700.0,Sim,Sim,Não,0.0
716,2022-09-13,Candidato_716,Outro,BA,38.0,Ensino Médio,Recursos Humanos,5.7,1.0,Espanhol,5000.0,4100.0,Não,Não,Não,1.0
717,2023-12-10,Candidato_717,Feminino,DF,38.0,,Marketing,7.9,2.0,Alemão,,8800.0,Sim,Sim,Não,0.0
718,2023-03-26,Candidato_718,Masculino,PR,60.0,Doutorado,Administração,2.0,0.0,Inglês,7700.0,6400.0,Sim,Sim,Não,0.0
719,2022-01-10,Candidato_719,Feminino,,30.0,Mestrado,Recursos Humanos,5.2,2.0,Alemão,,7400.0,Sim,Não,Não,0.0
720,2022-08-30,Candidato_720,Outro,CE,54.0,Ensino Médio,,5.2,2.0,Alemão,,6100.0,Sim,Sim,Não,0.0
721,2022-09-08,Candidato_721,Masculino,RS,50.0,Doutorado,Tecnologia,2.5,0.0,Espanhol,5900.0,5100.0,Não,Não,Não,
722,2022-01-05,,Masculino,SP,41.0,,Educação,5.8,3.0,Francês,11500.0,9800.0,Não,Sim,,0.0
723,2022-04-29,Candidato_723,Masculino,SC,61.0,Mestrado,Marketing,7.2,4.0,Alemão,6400.0,6300.0,Sim,Não,Não,
724,2023-01-09,Candidato_724,Outro,SC,28.0,Ensino Médio,,8.0,0.0,Alemão,5300.0,5300.0,,Sim,Não,1.0
725,2022-03-06,Candidato_725,Feminino,,34.0,Doutorado,Tecnologia,4.5,3.0,Inglês,7100.0,6100.0,Sim,Sim,Não,0.0
726,2022-05-26,,Masculino,,21.0,Doutorado,Marketing,,1.0,Inglês,6600.0,7900.0,Não,Não,Não,0.0
727,2022-08-12,Candidato_727,Outro,PE,64.0,Graduação,Educação,0.9,2.0,Inglês,,,,Sim,Não,0.0
728,2022-08-27,Candidato_728,Feminino,,42.0,Doutorado,Financeiro,5.7,3.0,Nenhum,10700.0,10500.0,,Sim,Não,1.0
729,2022-06-26,,Outro,,47.0,Graduação,Recursos Humanos,,,Alemão,4700.0,4200.0,Sim,Não,Não,0.0
730,2022-10-09,Candidato_730,Feminino,SC,,,Educação,5.2,0.0,Inglês,7100.0,7100.0,Sim,Sim,Não,1.0
731,2022-03-04,Candidato_731,Outro,RS,38.0,,Administração,4.0,0.0,Espanhol,,5400.0,Não,Não,Não,1.0
732,2022-08-05,Candidato_732,Feminino,RS,37.0,Ensino Médio,Financeiro,6.0,1.0,Nenhum,5900.0,5900.0,Sim,Sim,Não,0.0
733,2023-11-20,Candidato_733,Masculino,PE,36.0,Tecnólogo,Marketing,4.7,4.0,,10500.0,9600.0,Sim,Não,Não,0.0
734,2023-04-06,Candidato_734,Feminino,PE,36.0,Ensino Médio,Tecnologia,3.3,1.0,Alemão,7600.0,6800.0,Sim,Sim,Não,0.0
735,2023-09-02,Candidato_735,,,29.0,Doutorado,Tecnologia,3.5,0.0,Alemão,7500.0,8300.0,Sim,Sim,Não,0.0
736,2022-04-15,Candidato_736,Outro,RJ,54.0,Mestrado,Marketing,8.9,2.0,,5100.0,4300.0,Sim,Não,Não,1.0
737,2022-04-09,Candidato_737,Feminino,MG,59.0,Graduação,,5.9,0.0,,6200.0,5900.0,Não,Sim,,0.0
738,2023-05-26,,Masculino,MG,34.0,Tecnólogo,Marketing,1.6,3.0,Francês,10600.0,9100.0,Não,Não,Sim,0.0
739,2023-01-20,Candidato_739,Masculino,,,Ensino Médio,Saúde,6.1,3.0,Nenhum,8000.0,7200.0,Não,Não,Não,1.0
740,2023-02-09,Candidato_740,Feminino,MG,56.0,,Financeiro,4.6,2.0,Alemão,6300.0,5400.0,Sim,Não,,0.0
741,2023-06-02,Candidato_741,,PR,45.0,Mestrado,Tecnologia,5.0,4.0,Inglês,7900.0,9100.0,Não,Sim,Não,0.0
742,2023-04-21,Candidato_742,Outro,,58.0,Mestrado,Financeiro,6.6,0.0,Espanhol,7500.0,8200.0,Sim,Sim,Não,0.0
743,2023-12-10,Candidato_743,Masculino,DF,52.0,Tecnólogo,Educação,,,,5300.0,5400.0,Não,,Não,0.0
744,2023-10-07,Candidato_744,Feminino,,64.0,Graduação,,3.3,1.0,Espanhol,6300.0,5600.0,Não,Não,Não,1.0
745,2023-03-13,Candidato_745,Masculino,BA,35.0,Ensino Médio,Saúde,4.9,2.0,Espanhol,11500.0,11500.0,Sim,Não,Não,0.0
746,2022-01-23,Candidato_746,,RS,31.0,Tecnólogo,Marketing,3.9,1.0,Inglês,7800.0,7900.0,,Não,Não,0.0
747,2023-07-19,Candidato_747,Feminino,MG,52.0,Doutorado,Administração,6.2,1.0,Inglês,3900.0,4000.0,Sim,Sim,Não,0.0
748,2023-11-08,Candidato_748,,RS,,,Marketing,4.5,4.0,Nenhum,8000.0,6600.0,Não,Não,Não,0.0
749,2023-12-15,Candidato_749,Feminino,SC,58.0,Tecnólogo,Recursos Humanos,5.1,0.0,,9600.0,11400.0,Sim,Sim,Não,
750,2023-04-03,Candidato_750,Feminino,SP,24.0,Ensino Médio,Marketing,,0.0,Inglês,5200.0,5100.0,,Sim,Não,0.0
751,2022-03-24,Candidato_751,Outro,SC,58.0,Tecnólogo,Saúde,4.8,,Nenhum,6100.0,7100.0,Não,Sim,Não,
752,2022-05-25,Candidato_752,Feminino,SP,30.0,Ensino Médio,Financeiro,,,Francês,9900.0,8000.0,Não,,Não,1.0
753,2022-03-26,Candidato_753,Feminino,RJ,35.0,Mestrado,Tecnologia,9.8,2.0,Alemão,7100.0,,Sim,Sim,Não,0.0
754,2022-03-19,Candidato_754,,RS,,Tecnólogo,Marketing,5.8,,Inglês,,5600.0,Sim,Sim,Não,
755,2023-04-02,Candidato_755,Outro,SP,30.0,,Tecnologia,,2.0,Francês,4300.0,4800.0,Sim,Sim,Não,0.0
756,2022-01-01,Candidato_756,Masculino,CE,53.0,Tecnólogo,Engenharia,1.8,3.0,Nenhum,9100.0,,Não,Sim,Não,0.0
757,2022-02-20,Candidato_757,Outro,PR,48.0,Tecnólogo,Educação,3.5,3.0,Inglês,6600.0,7500.0,Não,Não,Não,0.0
758,2023-11-16,Candidato_758,Outro,,19.0,Ensino Médio,,4.7,,Inglês,2700.0,3100.0,Sim,Sim,Não,0.0
759,2023-12-18,Candidato_759,Masculino,SP,33.0,Ensino Médio,Tecnologia,3.6,1.0,Francês,3900.0,,Não,Sim,Não,0.0
760,2023-03-22,Candidato_760,Outro,PR,26.0,Graduação,Administração,3.8,1.0,,5900.0,6300.0,,Não,Não,0.0
761,2023-03-25,Candidato_761,Masculino,RS,,,Educação,8.2,2.0,Espanhol,4900.0,5300.0,Não,Não,Não,1.0
762,2023-05-03,Candidato_762,Outro,,55.0,Doutorado,Recursos Humanos,5.1,2.0,Inglês,5200.0,5600.0,Sim,Não,Não,
763,2022-02-03,,Masculino,PR,,Tecnólogo,Recursos Humanos,5.2,4.0,Alemão,11700.0,11200.0,Não,Não,Não,1.0
764,2022-12-14,Candidato_764,Feminino,SC,39.0,,Administração,3.7,4.0,Francês,8400.0,9000.0,Não,,Não,
765,2022-04-05,Candidato_765,Outro,CE,50.0,,Marketing,,4.0,Alemão,,2100.0,Sim,Não,Não,0.0
766,2022-03-13,Candidato_766,Outro,DF,53.0,,Educação,,2.0,Nenhum,6400.0,6000.0,Sim,Não,Não,1.0
767,2023-07-05,Candidato_767,Outro,BA,62.0,Tecnólogo,Tecnologia,,2.0,Alemão,6800.0,8000.0,Sim,Não,Não,0.0
